,AUC_Hubert_spk_spk,AUC_Hubert_spk_ph,AUC_Hubert_ph_spk,AUC_Hubert_ph_ph,AUC_Wav2Vec2_spk_spk,AUC_Wav2Vec2_spk_ph,AUC_Wav2Vec2_ph_spk,AUC_Wav2Vec2_ph_ph,AUC_WavLM_spk_spk,AUC_WavLM_spk_ph,AUC_WavLM_ph_spk,AUC_WavLM_ph_ph,AUC_Data2Vec_spk_spk,AUC_Data2Vec_spk_ph,AUC_Data2Vec_ph_spk,AUC_Data2Vec_ph_ph,AUC_Wav2Vec2Rand_spk_spk,AUC_Wav2Vec2Rand_spk_ph,AUC_Wav2Vec2Rand_ph_spk,AUC_Wav2Vec2Rand_ph_ph
0,0.4517774558359859,0.852666623258253,0.908150679928231,0.4187178048155625,0.4537920732671057,0.8941412646530932,0.9239450643346344,0.4395953979987467,0.4489980420692929,0.8708048871839843,0.9290968459667575,0.4099692721916473,0.45700772193417466,0.904920127632747,0.9266535541172622,0.4472905193473196,0.3577239064050478,0.37971905501227704,0.644173215368942,0.1518064379643179
1,0.4534200327484832,0.933713387903967,0.9637372614687272,0.4321166270900574,0.46411786340962713,0.9054306545595772,0.94201358395422,0.4445538275904252,0.45357795209914303,0.9142488547976082,0.9577668293062179,0.4251825918417602,0.47797364399800574,0.9250286632001282,0.956196614516784,0.4581476325955175,0.36487664225198063,0.4169586015974989,0.6748717730143424,0.1515944096814809
2,0.46255456175297355,0.9136192617668953,0.9528004908756584,0.4379826777237093,0.47032236734074495,0.8937867660205253,0.9352888991300117,0.4515260444278918,0.4626219922643553,0.8690033247393008,0.9369282995077058,0.4326129692702528,0.4751044469944877,0.869139269113346,0.9146427868850264,0.462773859857394,0.36673717033044656,0.45201253541114733,0.7000222986336739,0.14802870701487375
3,0.46795179841159845,0.8916012129576143,0.9387805384939194,0.44558931099085486,0.47397915327402373,0.8965931407126535,0.9356816285769557,0.45775893660259953,0.4643989293615681,0.8643139552651362,0.923380366346214,0.44295214999596966,0.4685356233697877,0.8761617781722573,0.8957304080092794,0.46686197110262073,0.3673156591016066,0.4822889553692218,0.719161955991074,0.1443760177184768
4,0.4684739274920338,0.8870266616264785,0.9304507508178465,0.45171146506945675,0.47393584138683525,0.907038259364728,0.933838079910104,0.46364932766636757,0.46883765840293823,0.865859197795516,0.9191315751911913,0.4507044875870799,0.4604535736910389,0.9017151302533672,0.9033335835829377,0.46920458397667775,0.37310131074674896,0.5127210764205902,0.7439881154148548,0.14420631153987934
5,0.46736129309277136,0.8989119921067178,0.9271936044888737,0.4600740364182308,0.47249172558215224,0.9213716402646109,0.9363171300813318,0.4675044951451825,0.47094458397117106,0.8793840484208485,0.9218711623725148,0.4564324613060663,0.4574660398069876,0.9208448264824379,0.9229873078885713,0.4693016809151662,0.38204249092578463,0.5552587969419169,0.7783278022392822,0.14808871717381594
6,0.4669487149475719,0.9104472377954097,0.9256839832789888,0.46554659495241346,0.4716401141133838,0.9336561286634195,0.9477008659621886,0.4669884259133302,0.4693527803088513,0.9033980780197245,0.9247075306597553,0.4633531310126391,0.44854054214013184,0.9373684822225071,0.9387107228565965,0.46696828089305503,0.3867274537966269,0.5892323672510554,0.8025717076014043,0.14906815345299626
7,0.46645936826340584,0.9270586485860175,0.9336433352016448,0.46890700756052006,0.46876885609740954,0.9455390345643763,0.9567369734866292,0.4647661369004542,0.4667580025534667,0.9166810385219017,0.9232266035557318,0.4673759410902372,0.4483050004082506,0.9458557697044333,0.9426689894582495,0.4669829198795192,0.38842138397566084,0.6260840846905359,0.8240017382163999,0.14964091707775173
8,0.46460459060664266,0.9324251412540061,0.9380054628625855,0.46852904383448196,0.46528119303875065,0.9420595353734798,0.9500495652076212,0.4640290315940756,0.46400880432409436,0.9177355201644156,0.9215142530964816,0.46678495400382436,0.4443757945539021,0.951834066628561,0.9421179671294786,0.4665457050444508,0.39369749148269856,0.6460480905035896,0.8402446478642779,0.1507857538725463
9,0.4629802382968204,0.9348194013089094,0.9406202500633979,0.4665183809343838,0.45413386931882566,0.9322708643300167,0.9261073485286573,0.46609186896880295,0.46272416567257735,0.9359464707923593,0.9377780966725849,0.4670442953297354,0.4384839614493084,0.9461718748626352,0.9201078378195872,0.4665074024332926,0.39583648309692754,0.6654849396304311,0.8509333689010126,0.15160308983534104
10,0.4563663449147117,0.9434686771340153,0.9434597174796484,0.46881174186145413,0.4196041395221985,0.9285318930794514,0.8907268966678897,0.4638747885723639,0.46137522094374167,0.9426807061493637,0.9416754013240618,0.46811518195081087,0.4219710970805629,0.9454609527845942,0.9065904412780464,0.4669840646285683,0.3957545473113792,0.6697289111174419,0.8518159372366259,0.14761082359211325
11,0.457901405496664,0.9507569144767353,0.9472940935926342,0.4710491472322771,0.3851226870666085,0.9259048431657357,0.8322242524698726,0.4628312621445284,0.45500176250982455,0.9016093725573545,0.904287366733947,0.4640891845363734,0.3552116261486501,0.9336869846539615,0.8364260914513914,0.46577455892176073,0.4013488276722406,0.6974124131199266,0.8702124897683353,0.15365911456624365
12,0.4498332031040854,0.9167808510942181,0.9102945176944535,0.4673378532432537,0.35212220710427655,0.8313942481877644,0.6518744257156353,0.4539890291617554,0.45584767444671,0.8811450943294163,0.8645388345482606,0.4694875075730806,0.37413496580222816,0.8360454390923513,0.7547039124008671,0.4401475334318784,0.4037946734736795,0.7233583845703568,0.885338824860198,0.15150083526865163
